TransLvl,NameStr,MonType,AI,Level,lUndead,hUndead,demon,flying,Skill1,Sk1mode,Sk1lvl,Skill2,Sk2mode,Sk2lvl,Skill3,Sk3mode,Sk3lvl,Skill4,Sk4mode,Sk4lvl,Skill5,Sk5mode,Sk5lvl,Skill6,Sk6mode,Sk6lvl,Skill7,Sk7mode,Sk7lvl,Skill8,Sk8mode,Sk8lvl,ResDm,ResMa,ResFi,ResLi,ResCo,ResPo,ToBlock,minHP,maxHP,AC,Exp,A1MinD,A1MaxD,A1TH,TreasureClass1,TreasureClass2,TreasureClass3
0,Shadow Master,,ShadowMaster,,,,,,Fists of Fire,seq_swtigerfist,1,Blade Fury,seq_swbladefury,1,Blades of Ice,seq_swtigerfist,1,Dragon Claw,seq_swtigerfist,1,Dragon Flight,seq_swdragonflight,1,Claws of Thunder,seq_swtigerfist,1,Attack,A2,1,,,,40,,,,,,50,376,376,196,,0,0,163,,,
0,Druid Hawk,,Raven,,,,,1,Raven,NU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26,25,,,,,,,
0,Druid Spirit Wolf,,DruidWolf,,,,,,Teleport 2,S1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,130,67,,,,50,,,
1,Druid Fenris,,DruidWolf,,,,,,fenris rage,A1,1,Teleport 2,S1,1,,,,,,,,,,,,,,,,,,,,,,,,,,216,216,116,,,,150,,,
0,Spirit of Barbs,,Totem,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,70,,213,213,196,,,,,,,
1,Heart of Wolverine,,Totem,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,70,,136,136,123,,,,,,,
2,Oak Sage,,Totem,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,70,,60,60,49,,,,,,,
0,Druid Plague Poppy,,Vines,,,,,,Vine Attack,S1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,25,,,,,,,
0,Druid Cycle of Life,,CycleOfLife,,,,,,CorpseCycler,S1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,92,,,,,,,
0,Vine Creature,,CycleOfLife,,,,,,VineCycler,S1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,165,165,,,,,,,
0,Druid Bear,,DruidBear,,,,,,BearSmite,seq_bearsmite,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,750,245,,,,300,,,
0,Eagleexp,,Idle,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,36,58,95,,4,14,93,,,
0,Wolf,,NecroPet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,16,25,37,,2,6,14,,,
0,Bear,,NecroPet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,19,30,,1,5,28,,,
0,Barricade Door,,Idle,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1000,,95,152,88,,,,,,,
1,Barricade Door,,Idle,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1000,,95,152,88,,,,,,,
0,Prison Door,,Idle,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,1000,,49,95,88,,,,,,,
0,Barricade Tower,construct,SiegeTower,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1000,,385,576,88,,,,,,,
0,RotWalker,zombie,ReanimatedHorde,31,1,,,,Self-resurrect,S1,1,Charge,seq_reanimatedcharge,1,,,,,,,,,,,,,,,,,,,,,,,,70,45,115,171,107,128,31,86,139,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
1,ReanimatedHorde,zombie,ReanimatedHorde,33,1,,,,Self-resurrect,S1,1,Charge,seq_reanimatedcharge,1,,,,,,,,,,,,,,,,,,,,,,,,80,47,114,171,107,135,34,86,138,Act 5 H2H B,Act 5 Champ A,Act 5 Unique A
2,ProwlingDead,zombie,ReanimatedHorde,35,1,,,,Self-resurrect,S1,1,Charge,seq_reanimatedcharge,1,,,,,,,,,,,,,,,,,,,,,,,,90,50,114,171,107,143,32,87,139,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
3,UnholyCorpse,zombie,ReanimatedHorde,40,1,,,,Self-resurrect,S1,1,Charge,seq_reanimatedcharge,1,,,,,,,,,,,,,,,,,,,20,,50,,,70,50,114,171,107,164,33,89,138,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
4,DefiledWarrior,zombie,ReanimatedHorde,42,1,,,,Self-resurrect,S1,1,Charge,seq_reanimatedcharge,1,,,,,,,,,,,,,,,,,,,,50,,,,70,50,114,170,107,173,35,89,138,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
0,Siege Beast,siegebeast,SiegeBeast,37,,,,,Siege Beast Stomp,A2,1,Charge,seq_siegebeastcharge,1,,,,,,,,,,,,,,,,,,,,,,,,,50,379,379,88,287,92,122,251,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
1,CrushBiest,siegebeast,SiegeBeast,38,,,,,Siege Beast Stomp,A2,2,Charge,seq_siegebeastcharge,2,,,,,,,,,,,,,,,,,,,,,,,,,50,379,379,88,295,88,121,251,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
2,BloodBringer,siegebeast,SiegeBeast,38,,,,,Siege Beast Stomp,A2,3,Charge,seq_siegebeastcharge,3,,,,,,,,,,,,,,,,,,,,,,,,,50,379,379,88,295,88,121,251,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
3,GoreBearer,siegebeast,SiegeBeast,38,,,,,Siege Beast Stomp,A2,4,Charge,seq_siegebeastcharge,5,,,,,,,,,,,,,,,,,,,,,,,,,50,379,379,88,295,88,121,251,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
4,DeamonSteed,siegebeast,SiegeBeast,38,,,,,Siege Beast Stomp,A2,5,Charge,seq_siegebeastcharge,7,,,,,,,,,,,,,,,,,,,,,,,,,50,379,379,88,295,88,121,251,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
0,SnowYeti1,snowyeti,Brute,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,75,,50,190,227,107,198,33,89,138,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
1,SnowYeti2,snowyeti,Brute,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,75,,50,190,228,107,204,31,85,138,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
2,SnowYeti3,snowyeti,Brute,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,50,190,227,107,209,35,89,138,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
3,SnowYeti4,snowyeti,Brute,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,50,189,228,107,215,34,86,138,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
0,WolfRider1,,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
1,WolfRider2,,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
2,WolfRider3,,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
0,Minionexp,minion,Minion,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,190,238,101,167,76,96,151,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
2,Slayerexp,minion,Minion,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,190,237,101,176,77,96,151,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
1,IceBoar,minion,Minion,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,189,237,101,186,78,96,151,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
3,FireBoar,minion,Minion,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,190,237,101,191,74,96,151,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
4,HellSpawn,minion,Minion,37,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,190,237,101,197,74,96,151,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
5,IceSpawn,minion,Minion,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,190,237,101,214,77,97,151,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
6,GreaterHellSpawn,minion,Minion,41,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,190,236,101,220,74,97,151,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
7,GreaterIceSpawn,minion,Minion,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,190,237,101,226,77,97,151,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
0,FanaticMinion,minion,SuicideMinion,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,50,38,57,84,178,100,150,,,,
1,BerserkSlayer,minion,SuicideMinion,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,50,39,58,84,188,100,150,,,,
2,ConsumedIceBoar,minion,SuicideMinion,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,50,38,57,84,198,100,150,,,,
3,ConsumedFireBoar,minion,SuicideMinion,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,50,38,57,84,204,100,150,,,,
4,FrenziedHellSpawn,minion,SuicideMinion,37,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,70,,,,50,39,57,84,210,100,150,,,,
5,FrenziedIceSpawn,minion,SuicideMinion,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,50,38,58,84,228,100,150,,,,
6,InsaneHellSpawn,minion,SuicideMinion,41,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,50,39,58,84,234,100,150,,,,
7,InsaneIceSpawn,minion,SuicideMinion,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,70,,,,50,39,57,84,241,100,150,,,,
0,Succubusexp,succubus,Succubus,32,,,1,1,,,,,,,Defense Curse,S2,1,Blood Mana,S2,1,SuccubusBolt,S2,1,,,,,,,,,,,,,,,,42,96,152,107,121,46,86,125,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
1,VileTemptress,succubus,Succubus,34,,,1,1,,,,,,,Defense Curse,S2,1,Blood Mana,S2,1,SuccubusBolt,S2,1,,,,,,,,,,,,,,,,44,95,152,107,127,46,82,125,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
2,StygianHarlot,succubus,Succubus,35,,,1,1,,,,,,,Defense Curse,S2,2,Blood Mana,S2,2,SuccubusBolt,S2,1,,,,,,,,,,,,,,,,46,95,152,107,131,46,87,126,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
3,Hell Temptress,succubus,Succubus,40,,,1,1,,,,,,,Defense Curse,S2,2,Blood Mana,S2,2,SuccubusBolt,S2,1,,,,,,,,,,,,,,,,50,96,152,107,150,45,85,125,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
4,Blood Temptress,succubus,Succubus,42,,,1,1,,,,,,,Defense Curse,S2,3,Blood Mana,S2,3,SuccubusBolt,S2,1,,,,,,,,,,,,,,,,50,95,152,107,159,47,85,125,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
0,Dominus,succubus,SuccubusWitch,32,,,1,1,Amplify Damage,S2,3,Weaken,S2,3,Defense Curse,S2,1,Blood Mana,S2,1,SuccubusBolt,S2,1,,,,,,,,,,,,,,,,46,96,152,107,122,46,86,137,Act 5 Cast A,Act 5 Champ A,Act 5 Unique A
1,VileWitch,succubus,SuccubusWitch,34,,,1,1,Amplify Damage,S2,3,Weaken,S2,3,Defense Curse,S2,1,Blood Mana,S2,1,SuccubusBolt,S2,1,,,,,,,,,,,,,,,,49,95,152,107,130,46,82,138,Act 5 Cast A,Act 5 Champ A,Act 5 Unique A
2,StygianFury,succubus,SuccubusWitch,35,,,1,1,Amplify Damage,S2,3,Weaken,S2,3,Defense Curse,S2,2,Blood Mana,S2,2,SuccubusBolt,S2,1,,,,,,,,,,,,,,,,50,95,152,107,133,46,87,139,Act 5 Cast B,Act 5 Champ B,Act 5 Unique B
3,Blood Witch,succubus,SuccubusWitch,40,,,1,1,Amplify Damage,S2,3,Weaken,S2,3,Defense Curse,S2,2,Blood Mana,S2,2,SuccubusBolt,S2,1,,,,,,,,,,,,,,,,50,96,152,107,153,45,85,138,Act 5 Cast B,Act 5 Champ B,Act 5 Unique B
4,Hell Witch,succubus,SuccubusWitch,42,,,1,1,Amplify Damage,S2,3,Weaken,S2,3,Defense Curse,S2,3,Blood Mana,S2,3,SuccubusBolt,S2,1,,,,,,,,,,,,,,80,,50,95,152,107,161,47,85,138,Act 5 Cast C,Act 5 Champ C,Act 5 Unique C
0,OverSeer,overseer,Overseer,33,,,1,,Cry Help,S1,1,Healing Vortex,S2,1,Overseer Whip,A2,1,Smite,seq_genericspawner,1,,,,,,,,,,,,,,,,,,,43,380,380,84,121,62,120,126,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
1,Lasher,overseer,Overseer,34,,,1,,Cry Help,S1,1,Healing Vortex,S2,1,Overseer Whip,A2,1,Smite,seq_genericspawner,1,,,,,,,,,,,,,,,,,,,44,379,379,84,124,60,119,125,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
2,OverLord,overseer,Overseer,36,,,1,,Cry Help,S1,1,Healing Vortex,S2,1,Overseer Whip,A2,1,Smite,seq_genericspawner,1,,,,,,,,,,,,,,,,,,,47,379,379,84,131,61,118,125,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
3,BloodBoss,overseer,Overseer,37,,,1,,Cry Help,S1,1,Healing Vortex,S2,1,Overseer Whip,A2,1,Smite,seq_genericspawner,1,,,,,,,,,,,,,,,,,,,48,379,379,84,135,61,122,126,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
4,HellWhip,overseer,Overseer,39,,,1,,Cry Help,S1,1,Healing Vortex,S2,1,Overseer Whip,A2,1,Smite,seq_genericspawner,1,,,,,,,,,,,,,,,,,,,50,379,379,84,142,61,117,126,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
0,MinionSpawner,,MinionSpawner,14,,,,,MinionSpawner,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,151,106,84,93,,,,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
1,MinionSlayerSpawner,,MinionSpawner,14,,,,,MinionSpawner,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,67,107,84,93,,,,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
2,MinionIce/fireBoarSpawner,,MinionSpawner,14,,,,,MinionSpawner,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,67,107,84,93,,,,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
3,MinionIce/fireBoarSpawner,,MinionSpawner,14,,,,,MinionSpawner,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,67,107,84,93,,,,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
4,Minionice/hellSpawnSpawner,,MinionSpawner,14,,,,,MinionSpawner,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,67,107,84,93,,,,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
5,MinionIce/fireBoarSpawner,,MinionSpawner,14,,,,,MinionSpawner,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,67,107,84,93,,,,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
6,MinionIce/fireBoarSpawner,,MinionSpawner,14,,,,,MinionSpawner,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,67,107,84,93,,,,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
7,Minionice/hellSpawnSpawner,,MinionSpawner,14,,,,,MinionSpawner,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,67,107,84,93,,,,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
0,Imp1,imp,Imp,31,,,1,,Imp Teleport,S1,1,ImpBolt,S2,1,Imp Fireball,S2,1,Imp Fire Missile,A1,1,Imp Inferno,SC,1,,,,,,,,,,,,,,,,30,45,65,84,113,,,,Act 5 Cast A,Act 5 Champ A,Act 5 Unique A
1,Imp2,imp,Imp,33,,,1,,Imp Teleport,S1,1,ImpBolt,S2,1,Imp Fireball,S2,1,Imp Fire Missile,A1,1,Imp Inferno,SC,2,,,,,,,,,,,,,,,,32,45,65,84,119,,,,Act 5 Cast A,Act 5 Champ A,Act 5 Unique A
2,Imp3,imp,Imp,34,,,1,,Imp Teleport,S1,1,ImpBolt,S2,1,Imp Fireball,S2,2,Imp Fire Missile,A1,1,Imp Inferno,SC,3,,,,,,,,,,,,,,,,33,45,65,84,122,,,,Act 5 Cast B,Act 5 Champ B,Act 5 Unique B
3,Imp4,imp,Imp,36,,,1,,Imp Teleport,S1,1,ImpBolt,S2,1,Imp Fireball,S2,3,Imp Fire Missile,A1,1,Imp Inferno,SC,4,,,,,,,,,,,,,,,,35,45,65,84,129,,,,Act 5 Cast B,Act 5 Champ B,Act 5 Unique B
4,Imp5,imp,Imp,38,,,1,,Imp Teleport,S1,1,ImpBolt,S2,1,Imp Fireball,S2,3,Imp Fire Missile,A1,1,Imp Inferno,SC,5,,,,,,,,,,,,,,,,37,45,65,84,137,,,,Act 5 Cast C,Act 5 Champ C,Act 5 Unique C
0,CatapultS,,Catapult,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,191,379,19,130,,,,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
1,CatapultE,,Catapult,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,191,379,19,130,,,,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
2,CatapultSiege,,Catapult,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,190,379,19,123,,,,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
3,CatapultW,,Catapult,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,191,379,19,130,,,,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
0,Frozen Horror1,frozenhorror,FrozenHorror,37,,,,,Horror Arctic Blast,seq_horrorarcticblast,4,,,,,,,,,,,,,,,,,,,,,,,,,,75,,48,285,379,101,242,61,96,126,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
1,Frozen Horror2,frozenhorror,FrozenHorror,38,,,,,Horror Arctic Blast,seq_horrorarcticblast,4,,,,,,,,,,,,,,,,,,,,,,,,,,75,,49,284,379,101,249,59,96,125,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
2,Frozen Horror3,frozenhorror,FrozenHorror,39,,,,,Horror Arctic Blast,seq_horrorarcticblast,5,,,,,,,,,,,,,,,,,,,,,,,,,,75,,50,284,379,101,256,61,93,126,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
3,Frozen Horror4,frozenhorror,FrozenHorror,40,,,,,Horror Arctic Blast,seq_horrorarcticblast,5,,,,,,,,,,,,,,,,,,,,,,,,,,75,,50,285,379,101,263,61,97,125,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
4,Frozen Horror5,frozenhorror,FrozenHorror,41,,,,,Horror Arctic Blast,seq_horrorarcticblast,6,,,,,,,,,,,,,,,,,,,,,,,,,,75,,50,284,379,101,271,58,97,126,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
0,Blood Lord1,bloodlord,BloodLord,33,,,,,BloodLordFrenzy,A2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,284,380,126,240,67,148,189,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
1,Blood Lord2,bloodlord,BloodLord,35,,,,,BloodLordFrenzy,A2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,284,380,126,253,69,151,188,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
2,Blood Lord3,bloodlord,BloodLord,36,,,,,BloodLordFrenzy,A2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,284,379,126,260,66,148,188,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
3,Blood Lord4,bloodlord,BloodLord,40,,,,,BloodLordFrenzy,A2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,285,379,126,291,69,153,188,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
4,Blood Lord5,bloodlord,BloodLord,43,,,,,BloodLordFrenzy,A2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,283,379,126,316,67,149,188,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
0,Larzuk,human,Npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Drehya,human,Npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Malah,human,Npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nihlathak Town,human,Npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Qual-Kehk,human,Npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Catapult Spotter S,,CatapultSpotter,,,,,,Catapult Charged Ball,A1,1,Catapult Spike Ball,A1,1,CatapultBlizzard,A1,1,CatapultPlague,A1,1,CatapultMeteor,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Catapult Spotter E,,CatapultSpotter,,,,,,Catapult Charged Ball,A1,1,Catapult Spike Ball,A1,1,CatapultBlizzard,A1,1,CatapultPlague,A1,1,CatapultMeteor,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Catapult Spotter Siege,,CatapultSpotter,,,,,,Catapult Charged Ball,A1,1,Catapult Spike Ball,A1,1,CatapultBlizzard,A1,1,CatapultPlague,A1,1,CatapultMeteor,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Catapult Spotter W,,CatapultSpotter,,,,,,Catapult Charged Ball,A1,1,Catapult Spike Ball,A1,1,CatapultBlizzard,A1,1,CatapultPlague,A1,1,CatapultMeteor,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,DeckardCain,human,Npc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,tyrael,,NpcStationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Act 5 Combatant,human,NpcBarb,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,50,571,761,251,,32,57,252,,,
0,Act 5 Combatant,human,NpcBarb,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,50,226,355,212,,90,122,251,,,
0,Barricade Wall Right,,Idle,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1000,,95,152,88,,,,,,,
1,Barricade Wall Left,,Idle,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1000,,95,152,88,,,,,,,
0,Nihlathak,human,Nihlathak,65,,,,,Imp Teleport,A1,1,Overseer Whip,A2,1,NihlathakCorpseExplosion,A1,1,Horror Arctic Blast,seq_nihlathakarctic,20,MinionSpawner,A1,1,,,,,,,,,,,,,,70,70,50,191,191,126,277,,,,Nihlathak,Nihlathak,Nihlathak
0,Drehya,human,NpcOutOfTown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Evil hut,,GenericSpawner,30,,,,,Nest,seq_genericspawner,1,,,,,,,,,,,,,,,,,,,,,,,,50,70,70,,,284,475,63,123,,,,,,
0,Death Mauler1,deathmauler,DeathMauler,32,,,,,DeathMaul,seq_deathmaulerdig,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,123,152,126,153,51,76,251,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
1,Death Mauler2,deathmauler,DeathMauler,35,,,,,DeathMaul,seq_deathmaulerdig,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,124,152,126,166,51,78,251,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
2,Death Mauler3,deathmauler,DeathMauler,38,,,,,DeathMaul,seq_deathmaulerdig,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,124,152,126,180,51,76,251,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
3,Death Mauler4,deathmauler,DeathMauler,40,,,,,DeathMaul,seq_deathmaulerdig,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,124,152,126,191,53,77,251,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
4,Death Mauler5,deathmauler,DeathMauler,41,,,,,DeathMaul,seq_deathmaulerdig,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,123,152,126,196,51,74,251,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
0,POW,human,Wussie,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,50,50,,946,1324,84,,,,,,,
0,Act 5 Townguard,human,Npc,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,
1,Act 5 Townguard,human,Npc,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ancient Statue 1,,AncientStatue,40,,,,,MinionSpawner,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ancient Statue 2,,AncientStatue,40,,,,,MinionSpawner,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Ancient Statue 3,,AncientStatue,40,,,,,MinionSpawner,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ancient Barbarian 1,human,Ancient,37,,,,,Whirlwind,seq_ancientwhirlwind,15,,,,,,,,,,,,,,,,,,,,,,70,,70,,,70,,500,600,84,,9,14,251,,,
1,Ancient Barbarian 2,human,Ancient,37,,,,,Shout,SC,5,,,,,,,,,,,,,,,,,,,,,,,,,70,70,,,500,600,84,,9,14,251,,,
2,Ancient Barbarian 3,human,Ancient,37,,,,,MonLeapAttack,seq_ancientleap,5,,,,,,,,,,,,,,,,,,,,,,70,,70,,,70,,500,600,84,,9,14,251,,,
0,Baal Throne,demon,BaalThrone,60,,,1,,Decrepify,S3,5,Baal Corpse Explode,S3,1,Defense Curse,S3,3,Blood Mana,S3,3,,,,,,,,,,,,,,,33,33,33,50,50,6336,6336,87,6333,76,111,125,,,
0,Baal Crab,demon,BaalCrab,60,,,1,,Baal Nova,S3,1,Baal Inferno,seq_baalinferno,1,Baal Tentacle,S2,1,Baal Cold Missiles,A1,1,Baal Teleport,A1,1,Defense Curse,S3,3,Blood Mana,S3,3,,,,,,33,33,33,50,40,6336,6336,87,6460,106,179,251,Baal,Baal,Baal
0,Baal Taunt,demon,BaalTaunt,0,,,,,Baal Taunt,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Putrid Defiler1,putriddefiler,PutridDefiler,35,,,1,1,Impregnate,S1,1,,,,,,,,,,,,,,,,,,,,,,,,33,33,33,50,50,114,189,126,149,32,91,126,Act 5 Cast A,Act 5 Champ A,Act 5 Unique A
1,Putrid Defiler2,putriddefiler,PutridDefiler,37,,,1,1,Impregnate,S1,1,,,,,,,,,,,,,,,,,,,,,,,,33,33,33,50,50,114,190,126,157,31,92,126,Act 5 Cast A,Act 5 Champ A,Act 5 Unique A
